n,m,p,seed,algoritmo,dim_cover,tempo_sec,valid
3200,100,0.5,77,GreedyHashMap,8,0.002297,1
3200,100,0.5,77,Randomized,35,0.095043,1
3200,100,0.5,101,Greedy,8,0.024859,1
3200,100,0.5,101,GreedyHashMap,8,0.002381,1
3200,100,0.5,101,Randomized,34,0.089598,1
3200,100,0.5,200,Greedy,8,0.025136,1
3200,100,0.5,200,GreedyHashMap,8,0.002337,1
3200,100,0.5,200,Randomized,34,0.089496,1
6400,20,0.1,42,Greedy,20,0.007627,1
6400,20,0.1,42,GreedyHashMap,20,0.001792,1
6400,20,0.1,42,Randomized,20,0.007159,1
6400,20,0.1,123,Greedy,20,0.007585,1
6400,20,0.1,123,GreedyHashMap,20,0.001767,1
6400,20,0.1,123,Randomized,20,0.007203,1
6400,20,0.1,7,Greedy,20,0.007615,1
6400,20,0.1,7,GreedyHashMap,20,0.001764,1
6400,20,0.1,7,Randomized,20,0.007149,1
6400,20,0.1,31,Greedy,20,0.008036,1
6400,20,0.1,31,GreedyHashMap,20,0.001756,1
6400,20,0.1,31,Randomized,20,0.007281,1
6400,20,0.1,999,Greedy,20,0.007572,1
6400,20,0.1,999,GreedyHashMap,20,0.001746,1
6400,20,0.1,999,Randomized,20,0.007207,1
6400,20,0.1,17,Greedy,20,0.007796,1
6400,20,0.1,17,GreedyHashMap,20,0.001546,1
6400,20,0.1,17,Randomized,20,0.006843,1
6400,20,0.1,53,Greedy,20,0.007102,1
6400,20,0.1,53,GreedyHashMap,20,0.00168,1
6400,20,0.1,53,Randomized,20,0.006994,1
6400,20,0.1,77,Greedy,20,0.007504,1
6400,20,0.1,77,GreedyHashMap,20,0.001648,1
6400,20,0.1,77,Randomized,20,0.006929,1
6400,20,0.1,101,Greedy,20,0.007305,1
6400,20,0.1,101,GreedyHashMap,20,0.001621,1
6400,20,0.1,101,Randomized,20,0.006841,1
6400,20,0.1,200,Greedy,20,0.007417,1
6400,20,0.1,200,GreedyHashMap,20,0.001641,1
6400,20,0.1,200,Randomized,20,0.006874,1
6400,20,0.3,42,Greedy,20,0.019437,1
6400,20,0.3,42,GreedyHashMap,20,0.002748,1
6400,20,0.3,42,Randomized,20,0.011768,1
6400,20,0.3,123,Greedy,19,0.018982,1
6400,20,0.3,123,GreedyHashMap,19,0.002692,1
6400,20,0.3,123,Randomized,19,0.011978,1
6400,20,0.3,7,Greedy,20,0.020463,1
6400,20,0.3,7,GreedyHashMap,20,0.002749,1
6400,20,0.3,7,Randomized,19,0.012199,1
6400,20,0.3,31,Greedy,18,0.017913,1
6400,20,0.3,31,GreedyHashMap,18,0.002658,1
6400,20,0.3,31,Randomized,18,0.012283,1
6400,20,0.3,999,Greedy,20,0.020267,1
6400,20,0.3,999,GreedyHashMap,20,0.002713,1
6400,20,0.3,999,Randomized,20,0.011632,1
6400,20,0.3,17,Greedy,20,0.019918,1
6400,20,0.3,17,GreedyHashMap,20,0.002618,1
6400,20,0.3,17,Randomized,20,0.01125,1
6400,20,0.3,53,Greedy,19,0.018624,1
6400,20,0.3,53,GreedyHashMap,19,0.00273,1
6400,20,0.3,53,Randomized,19,0.012256,1
6400,20,0.3,77,Greedy,20,0.020948,1
6400,20,0.3,77,GreedyHashMap,20,0.002754,1
6400,20,0.3,77,Randomized,19,0.012336,1
6400,20,0.3,101,Greedy,20,0.020494,1
6400,20,0.3,101,GreedyHashMap,20,0.002881,1
6400,20,0.3,101,Randomized,19,0.011987,1
6400,20,0.3,200,Greedy,20,0.020103,1
6400,20,0.3,200,GreedyHashMap,20,0.002765,1
6400,20,0.3,200,Randomized,20,0.011791,1
6400,20,0.5,42,Greedy,10,0.015031,1
6400,20,0.5,42,GreedyHashMap,10,0.00272,1
6400,20,0.5,42,Randomized,20,0.017012,1
6400,20,0.5,123,Greedy,11,0.017181,1
6400,20,0.5,123,GreedyHashMap,10,0.002764,1
6400,20,0.5,123,Randomized,19,0.019039,1
6400,20,0.5,7,Greedy,11,0.016996,1
6400,20,0.5,7,GreedyHashMap,11,0.002759,1
6400,20,0.5,7,Randomized,18,0.015851,1
6400,20,0.5,31,Greedy,11,0.016338,1
6400,20,0.5,31,GreedyHashMap,11,0.002719,1
6400,20,0.5,31,Randomized,19,0.017122,1
6400,20,0.5,999,Greedy,11,0.016599,1
6400,20,0.5,999,GreedyHashMap,10,0.002647,1
6400,20,0.5,999,Randomized,20,0.016564,1
6400,20,0.5,17,Greedy,10,0.014883,1
6400,20,0.5,17,GreedyHashMap,10,0.002673,1
6400,20,0.5,17,Randomized,19,0.016428,1
6400,20,0.5,53,Greedy,11,0.016465,1
6400,20,0.5,53,GreedyHashMap,11,0.002757,1
6400,20,0.5,53,Randomized,19,0.016789,1
6400,20,0.5,77,Greedy,10,0.014886,1
6400,20,0.5,77,GreedyHashMap,10,0.002659,1
6400,20,0.5,77,Randomized,19,0.017089,1
6400,20,0.5,101,Greedy,10,0.01545,1
6400,20,0.5,101,GreedyHashMap,11,0.002833,1
6400,20,0.5,101,Randomized,19,0.017091,1
6400,20,0.5,200,Greedy,12,0.019195,1
6400,20,0.5,200,GreedyHashMap,12,0.002967,1
6400,20,0.5,200,Randomized,19,0.017841,1
6400,50,0.1,42,Greedy,49,0.044642,1
6400,50,0.1,42,GreedyHashMap,49,0.003004,1
6400,50,0.1,42,Randomized,49,0.017504,1
6400,50,0.1,123,Greedy,50,0.043457,1
6400,50,0.1,123,GreedyHashMap,50,0.002972,1
6400,50,0.1,123,Randomized,50,0.01662,1
6400,50,0.1,7,Greedy,50,0.042992,1
6400,50,0.1,7,GreedyHashMap,50,0.002974,1
6400,50,0.1,7,Randomized,50,0.016678,1
6400,50,0.1,31,Greedy,49,0.04252,1
6400,50,0.1,31,GreedyHashMap,49,0.002956,1
6400,50,0.1,31,Randomized,49,0.015956,1
6400,50,0.1,999,Greedy,50,0.044128,1
6400,50,0.1,999,GreedyHashMap,50,0.002971,1
6400,50,0.1,999,Randomized,50,0.01659,1
6400,50,0.1,17,Greedy,50,0.044167,1
6400,50,0.1,17,GreedyHashMap,50,0.002967,1
6400,50,0.1,17,Randomized,50,0.016618,1
6400,50,0.1,53,Greedy,50,0.043466,1
6400,50,0.1,53,GreedyHashMap,50,0.002987,1
6400,50,0.1,53,Randomized,50,0.016681,1
6400,50,0.1,77,Greedy,50,0.044973,1
6400,50,0.1,77,GreedyHashMap,49,0.002956,1
6400,50,0.1,77,Randomized,48,0.017128,1
6400,50,0.1,101,Greedy,48,0.041235,1
6400,50,0.1,101,GreedyHashMap,48,0.002852,1
6400,50,0.1,101,Randomized,48,0.016813,1
6400,50,0.1,200,Greedy,50,0.04373,1
6400,50,0.1,200,GreedyHashMap,50,0.002904,1
6400,50,0.1,200,Randomized,50,0.016379,1
6400,50,0.3,42,Greedy,18,0.043653,1
6400,50,0.3,42,GreedyHashMap,17,0.003393,1
6400,50,0.3,42,Randomized,46,0.048115,1
6400,50,0.3,123,Greedy,19,0.046635,1
6400,50,0.3,123,GreedyHashMap,17,0.003357,1
6400,50,0.3,123,Randomized,39,0.045008,1
6400,50,0.3,7,Greedy,18,0.042053,1
6400,50,0.3,7,GreedyHashMap,18,0.003225,1
6400,50,0.3,7,Randomized,37,0.047215,1
6400,50,0.3,31,Greedy,18,0.043055,1
6400,50,0.3,31,GreedyHashMap,18,0.003365,1
6400,50,0.3,31,Randomized,41,0.043806,1
6400,50,0.3,999,Greedy,17,0.039972,1
6400,50,0.3,999,GreedyHashMap,17,0.003262,1
6400,50,0.3,999,Randomized,43,0.047589,1
6400,50,0.3,17,Greedy,17,0.040482,1
6400,50,0.3,17,GreedyHashMap,18,0.003272,1
6400,50,0.3,17,Randomized,44,0.048363,1
6400,50,0.3,53,Greedy,18,0.043442,1
6400,50,0.3,53,GreedyHashMap,17,0.003439,1
6400,50,0.3,53,Randomized,44,0.044419,1
6400,50,0.3,77,Greedy,18,0.044263,1
6400,50,0.3,77,GreedyHashMap,18,0.00329,1
6400,50,0.3,77,Randomized,45,0.044916,1
6400,50,0.3,101,Greedy,18,0.042509,1
6400,50,0.3,101,GreedyHashMap,18,0.003359,1
6400,50,0.3,101,Randomized,40,0.048466,1
6400,50,0.3,200,Greedy,19,0.046035,1
6400,50,0.3,200,GreedyHashMap,19,0.003494,1
6400,50,0.3,200,Randomized,42,0.044327,1
6400,50,0.5,42,Greedy,10,0.035159,1
6400,50,0.5,42,GreedyHashMap,10,0.003614,1
6400,50,0.5,42,Randomized,31,0.061176,1
6400,50,0.5,123,Greedy,9,0.031379,1
6400,50,0.5,123,GreedyHashMap,9,0.00339,1
6400,50,0.5,123,Randomized,29,0.070165,1
6400,50,0.5,7,Greedy,9,0.033793,1
6400,50,0.5,7,GreedyHashMap,10,0.003694,1
6400,50,0.5,7,Randomized,24,0.066892,1
6400,50,0.5,31,Greedy,10,0.036915,1
6400,50,0.5,31,GreedyHashMap,10,0.003518,1
6400,50,0.5,31,Randomized,27,0.05959,1
6400,50,0.5,999,Greedy,10,0.036346,1
6400,50,0.5,999,GreedyHashMap,10,0.003752,1
6400,50,0.5,999,Randomized,32,0.058097,1
6400,50,0.5,17,Greedy,10,0.037156,1
6400,50,0.5,17,GreedyHashMap,10,0.003746,1
6400,50,0.5,17,Randomized,36,0.069517,1
6400,50,0.5,53,Greedy,9,0.030732,1
6400,50,0.5,53,GreedyHashMap,10,0.003394,1
6400,50,0.5,53,Randomized,34,0.058791,1
6400,50,0.5,77,Greedy,10,0.035486,1
6400,50,0.5,77,GreedyHashMap,10,0.003392,1
6400,50,0.5,77,Randomized,34,0.060096,1
6400,50,0.5,101,Greedy,10,0.036268,1
6400,50,0.5,101,GreedyHashMap,9,0.003361,1
6400,50,0.5,101,Randomized,31,0.058199,1
6400,50,0.5,200,Greedy,10,0.037203,1
6400,50,0.5,200,GreedyHashMap,10,0.003465,1
6400,50,0.5,200,Randomized,31,0.057702,1
6400,100,0.1,42,Greedy,50,0.090277,1
6400,100,0.1,42,GreedyHashMap,51,0.003472,1
6400,100,0.1,42,Randomized,90,0.070316,1
6400,100,0.1,123,Greedy,49,0.088512,1
6400,100,0.1,123,GreedyHashMap,50,0.003454,1
6400,100,0.1,123,Randomized,88,0.069283,1
6400,100,0.1,7,Greedy,50,0.08554,1
6400,100,0.1,7,GreedyHashMap,53,0.003502,1
6400,100,0.1,7,Randomized,93,0.065214,1
6400,100,0.1,31,Greedy,50,0.086173,1
6400,100,0.1,31,GreedyHashMap,48,0.003395,1
6400,100,0.1,31,Randomized,92,0.061377,1
6400,100,0.1,999,Greedy,51,0.089613,1
6400,100,0.1,999,GreedyHashMap,52,0.003483,1
6400,100,0.1,999,Randomized,96,0.063866,1
6400,100,0.1,17,Greedy,51,0.089314,1
6400,100,0.1,17,GreedyHashMap,51,0.003442,1
6400,100,0.1,17,Randomized,86,0.069014,1
6400,100,0.1,53,Greedy,49,0.084688,1
6400,100,0.1,53,GreedyHashMap,50,0.003444,1
6400,100,0.1,53,Randomized,94,0.067867,1
6400,100,0.1,77,Greedy,49,0.084755,1
6400,100,0.1,77,GreedyHashMap,49,0.003377,1
6400,100,0.1,77,Randomized,98,0.073253,1
6400,100,0.1,101,Greedy,49,0.086039,1
6400,100,0.1,101,GreedyHashMap,51,0.00343,1
6400,100,0.1,101,Randomized,90,0.062774,1
6400,100,0.1,200,Greedy,51,0.090555,1
6400,100,0.1,200,GreedyHashMap,50,0.003524,1
6400,100,0.1,200,Randomized,92,0.075786,1
6400,100,0.3,42,Greedy,16,0.076689,1
6400,100,0.3,42,GreedyHashMap,17,0.004302,1
6400,100,0.3,42,Randomized,60,0.146935,1
6400,100,0.3,123,Greedy,16,0.078326,1
6400,100,0.3,123,GreedyHashMap,16,0.004217,1
6400,100,0.3,123,Randomized,53,0.141943,1
6400,100,0.3,7,Greedy,16,0.074407,1
6400,100,0.3,7,GreedyHashMap,16,0.00419,1
6400,100,0.3,7,Randomized,49,0.129522,1
6400,100,0.3,31,Greedy,16,0.076432,1
6400,100,0.3,31,GreedyHashMap,16,0.00412,1
6400,100,0.3,31,Randomized,58,0.139116,1
6400,100,0.3,999,Greedy,16,0.076585,1
6400,100,0.3,999,GreedyHashMap,17,0.004042,1
6400,100,0.3,999,Randomized,60,0.141042,1
6400,100,0.3,17,Greedy,16,0.076258,1
6400,100,0.3,17,GreedyHashMap,16,0.004245,1
6400,100,0.3,17,Randomized,62,0.133446,1
6400,100,0.3,53,Greedy,16,0.079106,1
6400,100,0.3,53,GreedyHashMap,16,0.004365,1
6400,100,0.3,53,Randomized,60,0.142136,1
6400,100,0.3,77,Greedy,16,0.080908,1
6400,100,0.3,77,GreedyHashMap,16,0.004225,1
6400,100,0.3,77,Randomized,57,0.133359,1
6400,100,0.3,101,Greedy,16,0.075653,1
6400,100,0.3,101,GreedyHashMap,16,0.003996,1
6400,100,0.3,101,Randomized,55,0.138051,1
6400,100,0.3,200,Greedy,17,0.083535,1
6400,100,0.3,200,GreedyHashMap,16,0.004079,1
6400,100,0.3,200,Randomized,55,0.13953,1
6400,100,0.5,42,Greedy,9,0.066106,1
6400,100,0.5,42,GreedyHashMap,9,0.004805,1
6400,100,0.5,42,Randomized,39,0.197866,1
6400,100,0.5,123,Greedy,9,0.062637,1
6400,100,0.5,123,GreedyHashMap,9,0.00472,1
6400,100,0.5,123,Randomized,36,0.186202,1
6400,100,0.5,7,Greedy,9,0.064679,1
6400,100,0.5,7,GreedyHashMap,9,0.004581,1
6400,100,0.5,7,Randomized,33,0.191848,1
6400,100,0.5,31,Greedy,9,0.066618,1
6400,100,0.5,31,GreedyHashMap,9,0.004721,1
6400,100,0.5,31,Randomized,39,0.19071,1
6400,100,0.5,999,Greedy,9,0.063837,1
6400,100,0.5,999,GreedyHashMap,9,0.004629,1
6400,100,0.5,999,Randomized,43,0.196727,1
6400,100,0.5,17,Greedy,9,0.065185,1
6400,100,0.5,17,GreedyHashMap,9,0.004585,1
6400,100,0.5,17,Randomized,40,0.198997,1
6400,100,0.5,53,Greedy,9,0.062198,1
6400,100,0.5,53,GreedyHashMap,9,0.004497,1
6400,100,0.5,53,Randomized,42,0.174307,1
6400,100,0.5,77,Greedy,9,0.064156,1
6400,100,0.5,77,GreedyHashMap,9,0.004642,1
6400,100,0.5,77,Randomized,42,0.192927,1
6400,100,0.5,101,Greedy,9,0.065472,1
6400,100,0.5,101,GreedyHashMap,9,0.004588,1
6400,100,0.5,101,Randomized,37,0.192133,1
6400,100,0.5,200,Greedy,9,0.063068,1
6400,100,0.5,200,GreedyHashMap,9,0.004665,1
6400,100,0.5,200,Randomized,37,0.178798,1
12800,20,0.1,42,Greedy,20,0.017035,1
12800,20,0.1,42,GreedyHashMap,20,0.003552,1
12800,20,0.1,42,Randomized,20,0.015181,1
12800,20,0.1,123,Greedy,20,0.016493,1
12800,20,0.1,123,GreedyHashMap,20,0.003488,1
12800,20,0.1,123,Randomized,20,0.015255,1
12800,20,0.1,7,Greedy,20,0.017342,1
12800,20,0.1,7,GreedyHashMap,20,0.003532,1
12800,20,0.1,7,Randomized,20,0.01505,1
12800,20,0.1,31,Greedy,20,0.017834,1
12800,20,0.1,31,GreedyHashMap,20,0.003563,1
12800,20,0.1,31,Randomized,20,0.01442,1
12800,20,0.1,999,Greedy,20,0.016119,1
12800,20,0.1,999,GreedyHashMap,20,0.003412,1
12800,20,0.1,999,Randomized,20,0.014404,1
12800,20,0.1,17,Greedy,20,0.016303,1
12800,20,0.1,17,GreedyHashMap,20,0.003452,1
12800,20,0.1,17,Randomized,20,0.014522,1
12800,20,0.1,53,Greedy,20,0.016277,1
12800,20,0.1,53,GreedyHashMap,20,0.003421,1
12800,20,0.1,53,Randomized,20,0.014428,1
12800,20,0.1,77,Greedy,20,0.016204,1
12800,20,0.1,77,GreedyHashMap,20,0.003484,1
12800,20,0.1,77,Randomized,20,0.014414,1
12800,20,0.1,101,Greedy,20,0.015819,1
12800,20,0.1,101,GreedyHashMap,20,0.00342,1
12800,20,0.1,101,Randomized,20,0.014247,1
12800,20,0.1,200,Greedy,20,0.015984,1
12800,20,0.1,200,GreedyHashMap,20,0.003427,1
12800,20,0.1,200,Randomized,20,0.014337,1
12800,20,0.3,42,Greedy,20,0.042983,1
12800,20,0.3,42,GreedyHashMap,20,0.005931,1
12800,20,0.3,42,Randomized,20,0.026509,1
12800,20,0.3,123,Greedy,20,0.043744,1
12800,20,0.3,123,GreedyHashMap,20,0.005667,1
12800,20,0.3,123,Randomized,20,0.025423,1
12800,20,0.3,7,Greedy,20,0.044207,1
12800,20,0.3,7,GreedyHashMap,20,0.005702,1
12800,20,0.3,7,Randomized,20,0.025355,1
12800,20,0.3,31,Greedy,20,0.043772,1
12800,20,0.3,31,GreedyHashMap,20,0.005628,1
12800,20,0.3,31,Randomized,20,0.025159,1
12800,20,0.3,999,Greedy,20,0.043962,1
12800,20,0.3,999,GreedyHashMap,20,0.005669,1
12800,20,0.3,999,Randomized,20,0.025022,1
12800,20,0.3,17,Greedy,20,0.042678,1
12800,20,0.3,17,GreedyHashMap,20,0.005547,1
12800,20,0.3,17,Randomized,20,0.02475,1
12800,20,0.3,53,Greedy,20,0.043152,1
12800,20,0.3,53,GreedyHashMap,20,0.005654,1
12800,20,0.3,53,Randomized,20,0.024918,1
12800,20,0.3,77,Greedy,20,0.0449,1
12800,20,0.3,77,GreedyHashMap,20,0.006004,1
12800,20,0.3,77,Randomized,20,0.025681,1
12800,20,0.3,101,Greedy,20,0.043241,1
12800,20,0.3,101,GreedyHashMap,20,0.00577,1
12800,20,0.3,101,Randomized,20,0.025085,1
12800,20,0.3,200,Greedy,20,0.042894,1
12800,20,0.3,200,GreedyHashMap,20,0.005864,1
12800,20,0.3,200,Randomized,20,0.025635,1
12800,20,0.5,42,Greedy,11,0.036981,1
12800,20,0.5,42,GreedyHashMap,12,0.006116,1
12800,20,0.5,42,Randomized,20,0.036872,1
12800,20,0.5,123,Greedy,11,0.037085,1
12800,20,0.5,123,GreedyHashMap,12,0.006035,1
12800,20,0.5,123,Randomized,19,0.041669,1
12800,20,0.5,7,Greedy,11,0.034705,1
12800,20,0.5,7,GreedyHashMap,11,0.005498,1
12800,20,0.5,7,Randomized,20,0.040164,1
12800,20,0.5,31,Greedy,12,0.039462,1
12800,20,0.5,31,GreedyHashMap,12,0.005677,1
12800,20,0.5,31,Randomized,19,0.036907,1
12800,20,0.5,999,Greedy,11,0.036144,1
12800,20,0.5,999,GreedyHashMap,11,0.005515,1
12800,20,0.5,999,Randomized,20,0.037416,1
12800,20,0.5,17,Greedy,11,0.03583,1
12800,20,0.5,17,GreedyHashMap,12,0.005682,1
12800,20,0.5,17,Randomized,18,0.03602,1
12800,20,0.5,53,Greedy,12,0.039134,1
12800,20,0.5,53,GreedyHashMap,12,0.005823,1
12800,20,0.5,53,Randomized,19,0.036725,1
12800,20,0.5,77,Greedy,11,0.038817,1
12800,20,0.5,77,GreedyHashMap,11,0.006101,1
12800,20,0.5,77,Randomized,20,0.040927,1
12800,20,0.5,101,Greedy,12,0.041143,1
12800,20,0.5,101,GreedyHashMap,12,0.006209,1
12800,20,0.5,101,Randomized,20,0.037698,1
12800,20,0.5,200,Greedy,12,0.040483,1
12800,20,0.5,200,GreedyHashMap,12,0.005944,1
12800,20,0.5,200,Randomized,20,0.036638,1
12800,50,0.1,42,Greedy,50,0.101158,1
12800,50,0.1,42,GreedyHashMap,50,0.005981,1
12800,50,0.1,42,Randomized,50,0.034617,1
12800,50,0.1,123,Greedy,50,0.094756,1
12800,50,0.1,123,GreedyHashMap,50,0.005598,1
12800,50,0.1,123,Randomized,50,0.034131,1
12800,50,0.1,7,Greedy,50,0.096188,1
12800,50,0.1,7,GreedyHashMap,50,0.005745,1
12800,50,0.1,7,Randomized,50,0.034078,1
12800,50,0.1,31,Greedy,50,0.095057,1
12800,50,0.1,31,GreedyHashMap,50,0.005674,1
12800,50,0.1,31,Randomized,50,0.033995,1
12800,50,0.1,999,Greedy,50,0.095502,1
12800,50,0.1,999,GreedyHashMap,50,0.005866,1
12800,50,0.1,999,Randomized,50,0.034981,1
12800,50,0.1,17,Greedy,50,0.095818,1
12800,50,0.1,17,GreedyHashMap,50,0.0061,1
12800,50,0.1,17,Randomized,50,0.034599,1
12800,50,0.1,53,Greedy,50,0.096529,1
12800,50,0.1,53,GreedyHashMap,50,0.006164,1
12800,50,0.1,53,Randomized,50,0.035578,1
12800,50,0.1,77,Greedy,50,0.09741,1
12800,50,0.1,77,GreedyHashMap,50,0.006137,1
12800,50,0.1,77,Randomized,50,0.035585,1
12800,50,0.1,101,Greedy,50,0.09383,1
12800,50,0.1,101,GreedyHashMap,50,0.005729,1
12800,50,0.1,101,Randomized,50,0.033708,1
12800,50,0.1,200,Greedy,50,0.094055,1
12800,50,0.1,200,GreedyHashMap,50,0.005559,1
12800,50,0.1,200,Randomized,50,0.033467,1
12800,50,0.3,42,Greedy,19,0.098311,1
12800,50,0.3,42,GreedyHashMap,19,0.007064,1
12800,50,0.3,42,Randomized,45,0.10365,1
12800,50,0.3,123,Greedy,19,0.099679,1
12800,50,0.3,123,GreedyHashMap,19,0.00716,1
12800,50,0.3,123,Randomized,45,0.093819,1
12800,50,0.3,7,Greedy,19,0.099521,1
12800,50,0.3,7,GreedyHashMap,19,0.006952,1
12800,50,0.3,7,Randomized,42,0.099485,1
12800,50,0.3,31,Greedy,19,0.098362,1
12800,50,0.3,31,GreedyHashMap,21,0.007517,1
12800,50,0.3,31,Randomized,46,0.103225,1
12800,50,0.3,999,Greedy,21,0.110071,1
12800,50,0.3,999,GreedyHashMap,20,0.006837,1
12800,50,0.3,999,Randomized,44,0.088338,1
12800,50,0.3,17,Greedy,19,0.098312,1
12800,50,0.3,17,GreedyHashMap,19,0.007209,1
12800,50,0.3,17,Randomized,47,0.101175,1
12800,50,0.3,53,Greedy,19,0.099055,1
12800,50,0.3,53,GreedyHashMap,19,0.007246,1
12800,50,0.3,53,Randomized,43,0.099907,1
12800,50,0.3,77,Greedy,19,0.101722,1
12800,50,0.3,77,GreedyHashMap,19,0.007569,1
12800,50,0.3,77,Randomized,44,0.103232,1
12800,50,0.3,101,Greedy,20,0.104787,1
12800,50,0.3,101,GreedyHashMap,20,0.006892,1
12800,50,0.3,101,Randomized,45,0.098728,1
12800,50,0.3,200,Greedy,19,0.102806,1
12800,50,0.3,200,GreedyHashMap,19,0.007177,1
12800,50,0.3,200,Randomized,44,0.107593,1
12800,50,0.5,42,Greedy,10,0.078203,1
12800,50,0.5,42,GreedyHashMap,10,0.007531,1
12800,50,0.5,42,Randomized,33,0.133928,1
12800,50,0.5,123,Greedy,11,0.086663,1
12800,50,0.5,123,GreedyHashMap,11,0.00723,1
12800,50,0.5,123,Randomized,26,0.137282,1
12800,50,0.5,7,Greedy,11,0.088259,1
12800,50,0.5,7,GreedyHashMap,11,0.007409,1
12800,50,0.5,7,Randomized,29,0.135485,1
12800,50,0.5,31,Greedy,11,0.090802,1
12800,50,0.5,31,GreedyHashMap,10,0.007252,1
12800,50,0.5,31,Randomized,35,0.145363,1
12800,50,0.5,999,Greedy,10,0.077851,1
12800,50,0.5,999,GreedyHashMap,11,0.007311,1
12800,50,0.5,999,Randomized,35,0.141225,1
12800,50,0.5,17,Greedy,11,0.086905,1
12800,50,0.5,17,GreedyHashMap,11,0.007145,1
12800,50,0.5,17,Randomized,36,0.133255,1
12800,50,0.5,53,Greedy,11,0.087419,1
12800,50,0.5,53,GreedyHashMap,11,0.007476,1
12800,50,0.5,53,Randomized,36,0.148693,1
12800,50,0.5,77,Greedy,10,0.080636,1
12800,50,0.5,77,GreedyHashMap,10,0.007581,1
12800,50,0.5,77,Randomized,30,0.152295,1
12800,50,0.5,101,Greedy,12,0.100289,1
12800,50,0.5,101,GreedyHashMap,11,0.007706,1
12800,50,0.5,101,Randomized,36,0.136359,1
12800,50,0.5,200,Greedy,11,0.086214,1
12800,50,0.5,200,GreedyHashMap,11,0.007505,1
12800,50,0.5,200,Randomized,30,0.142978,1
12800,100,0.1,42,Greedy,61,0.242892,1
12800,100,0.1,42,GreedyHashMap,60,0.007498,1
12800,100,0.1,42,Randomized,96,0.126457,1
12800,100,0.1,123,Greedy,60,0.232775,1
12800,100,0.1,123,GreedyHashMap,59,0.007216,1
12800,100,0.1,123,Randomized,93,0.142473,1
12800,100,0.1,7,Greedy,60,0.23938,1
12800,100,0.1,7,GreedyHashMap,60,0.007857,1
12800,100,0.1,7,Randomized,94,0.135537,1
12800,100,0.1,31,Greedy,63,0.246492,1
12800,100,0.1,31,GreedyHashMap,59,0.007538,1
12800,100,0.1,31,Randomized,95,0.135608,1
12800,100,0.1,999,Greedy,58,0.227391,1
12800,100,0.1,999,GreedyHashMap,60,0.007534,1
12800,100,0.1,999,Randomized,96,0.141299,1
12800,100,0.1,17,Greedy,59,0.230456,1
12800,100,0.1,17,GreedyHashMap,60,0.007526,1
12800,100,0.1,17,Randomized,94,0.134163,1
12800,100,0.1,53,Greedy,57,0.224788,1
12800,100,0.1,53,GreedyHashMap,58,0.007002,1
12800,100,0.1,53,Randomized,98,0.14371,1
12800,100,0.1,77,Greedy,59,0.230761,1
12800,100,0.1,77,GreedyHashMap,60,0.007375,1
12800,100,0.1,77,Randomized,98,0.12492,1
12800,100,0.1,101,Greedy,58,0.225374,1
12800,100,0.1,101,GreedyHashMap,57,0.007127,1
12800,100,0.1,101,Randomized,96,0.127938,1
12800,100,0.1,200,Greedy,56,0.214126,1
12800,100,0.1,200,GreedyHashMap,56,0.007657,1
12800,100,0.1,200,Randomized,93,0.139023,1
12800,100,0.3,42,Greedy,18,0.180062,1
12800,100,0.3,42,GreedyHashMap,19,0.008526,1
12800,100,0.3,42,Randomized,62,0.321658,1
12800,100,0.3,123,Greedy,18,0.183751,1
12800,100,0.3,123,GreedyHashMap,18,0.008595,1
12800,100,0.3,123,Randomized,50,0.328522,1
12800,100,0.3,7,Greedy,18,0.1835,1
12800,100,0.3,7,GreedyHashMap,18,0.008321,1
12800,100,0.3,7,Randomized,61,0.314917,1
12800,100,0.3,31,Greedy,19,0.195019,1
12800,100,0.3,31,GreedyHashMap,19,0.008654,1
12800,100,0.3,31,Randomized,62,0.301023,1
12800,100,0.3,999,Greedy,18,0.188414,1
12800,100,0.3,999,GreedyHashMap,19,0.008682,1
12800,100,0.3,999,Randomized,68,0.303112,1
12800,100,0.3,17,Greedy,19,0.196423,1
12800,100,0.3,17,GreedyHashMap,18,0.008604,1
12800,100,0.3,17,Randomized,66,0.312111,1
12800,100,0.3,53,Greedy,19,0.195116,1
12800,100,0.3,53,GreedyHashMap,19,0.008802,1
12800,100,0.3,53,Randomized,62,0.332592,1
12800,100,0.3,77,Greedy,18,0.185294,1
12800,100,0.3,77,GreedyHashMap,18,0.008462,1
12800,100,0.3,77,Randomized,65,0.367055,1
12800,100,0.3,101,Greedy,18,0.189199,1
12800,100,0.3,101,GreedyHashMap,19,0.009354,1
12800,100,0.3,101,Randomized,60,0.370432,1
12800,100,0.3,200,Greedy,19,0.204166,1
12800,100,0.3,200,GreedyHashMap,18,0.008684,1
12800,100,0.3,200,Randomized,56,0.313687,1
12800,100,0.5,42,Greedy,10,0.157781,1
12800,100,0.5,42,GreedyHashMap,10,0.009794,1
12800,100,0.5,42,Randomized,40,0.444741,1
12800,100,0.5,123,Greedy,11,0.175421,1
12800,100,0.5,123,GreedyHashMap,10,0.01057,1
12800,100,0.5,123,Randomized,35,0.47765,1
12800,100,0.5,7,Greedy,10,0.156831,1
12800,100,0.5,7,GreedyHashMap,10,0.009729,1
12800,100,0.5,7,Randomized,38,0.478853,1
12800,100,0.5,31,Greedy,10,0.156052,1
12800,100,0.5,31,GreedyHashMap,10,0.00938,1
12800,100,0.5,31,Randomized,41,0.454362,1
